index,SPY,VGK,EWJ,EEM,VNQ,RWX,TLT,DBC,GLD,VWO,BND
2015-01-05,-0.0182245615879717,-0.0295855656005672,-0.0116125071089166,-0.0179574286412061,0.00545793356394508,-0.00604368126730615,0.0155864649771029,-0.0143648383400379,0.0149646187759833,-0.0160531770029082,0.00290049767553402
2015-01-06,-0.00946381141852815,-0.0113241033476785,-0.0163047114198545,-0.00421034403055032,0.00986973883246733,-0.00340052080621334,0.0178568793341478,-0.009505227382685,0.0113344821714207,-0.0048923193597048,0.00289074112765775
2015-01-07,0.0123843548886518,0.0103357053029463,0.0145061495216705,0.0213938412209154,0.0152153438347797,0.0166492404291594,-0.00197703880290323,-0.00619891883278934,-0.00590883699397526,0.0227138620348666,0.000600821840214927
2015-01-08,0.0175893314031308,0.0143324597171963,0.0125226229061015,0.0168930909754934,0.00376793623907723,0.0107102308158828,-0.0133315194398413,0.00394918985286274,-0.00421739970095025,0.0167646010636586,-0.00156366420862764
2015-01-09,-0.00804577012703067,-0.00586518213997422,-0.0107240610079176,-0.00330486828941012,0.000469677062332252,-0.000236609326367709,0.0108928196698788,-0.00169068013421203,0.0113208727848813,-0.0049746902334471,0.00168442320412332
2015-01-12,-0.00786443915988233,-0.000195895072988339,-0.00360026697340743,-0.00818207722295616,0.0076066572769804,0.000946847370736581,0.00570585924268929,-0.0222421857349082,0.0110254312016531,-0.00901821429063565,0.0013211302529994
2015-01-13,-0.00281665905076345,0.0045002727241874,0.00808261841075231,0.00869098191395024,-0.00151670959777928,0.00824593595765011,0,-0.00404503909669085,-0.00337947173969333,0.00702113673703497,0.000959499596478786
2015-01-14,-0.0060557996348134,-0.00117196128165231,-0.00179051094707239,-0.00561502605621067,0.00860259707399091,0.00374707704666077,0.00755784220477196,0.0109416471185582,-0.00160930401460124,-0.00375558217339123,0.00227634760046502
2015-01-15,-0.00920246506871525,0.00565265184090835,0.00714279202541057,0.00230088919540883,0.00231213933437502,0.00186848701803299,0.015613045540591,-0.0138409950531813,0.024864209830664,0.00300558126248562,0.00441743005312123
2015-01-16,0.0130288994327481,0.0138968040228149,0.00885755085858353,0.00839162545187122,0.00862426362273361,0.0175765375736008,-0.0128314657063289,0.0189823597500607,0.0129796795335206,0.00995263325214912,-0.00298249147791996
2015-01-20,0.00213038783571218,0.00687683539594941,0.00790513296889417,-0.00152032339159502,-0.00793126641270359,-0.00805639735123487,0.0132014529587767,-0.0137695251406358,0.0136188903625509,-0.00347207016504658,-0.0010759825099047
2015-01-21,0.00503522545644675,0.00815244246952895,0.00174834685379821,0.0218243729691836,-0.000692997210030022,0.00759757328650546,-0.0116257638747577,0.00633457184672448,0.000241568319450103,0.0221138898486504,-0.00191565799030968
2015-01-22,0.0147614261988043,0.00282830665538603,0.00435725857321234,0.0189264598086059,0.0176289502524698,0.00366327068012362,-0.00360530922174096,-0.00114877002540847,0.00801736013457699,0.0209215891349528,0.000239729001765276
2015-01-23,-0.00549787734566554,-0.00566454121269366,-0.00348423008063703,-0.00757660603982613,-0.00284076567797875,-0.000228848270666049,0.0138224124543029,-0.00634187613129189,-0.00801736013457699,-0.00860374220751536,0.00323010670108914
2015-01-26,0.00233919832012486,0.0159673094442501,0.0112798994290584,0.000490638889694139,0.00838551354877293,0.00615278253105478,-0.00304689060465346,-0.00347626367363008,-0.0100316793623296,0.00119899157484804,-0.00119546376787838
2015-01-27,-0.0132783984857285,0.000372633138009171,0.00172413843847741,-0.00540942096335018,0.000338621274251771,-0.00478191695613761,0.0015615687474293,0.00520993134702952,0.0113991586858067,-0.00528822035241339,0.00059802377530449
2015-01-28,-0.0129076674724997,-0.0195644741159691,-0.00172413843847741,-0.0109075396631271,-0.00667794880952144,-0.00894229147988401,0.0162164962369431,-0.0145393685991038,-0.00790903451402958,-0.0118804146750726,0.003578394876393
2015-01-29,0.0092015073570062,0.0178864376795151,0.0085910260571116,0,0.00351417215358296,0.00962669333116439,-0.00660266471918281,-0.00469773670242413,-0.0217880355284343,0.000975373902981858,-0.0010723779284163
2015-01-30,-0.0126545831705984,-0.017126688528172,-0.0172567801215804,-0.0278007108486826,-0.0208101766179327,-0.0179522018036646,0.0175824203449961,0.0238453137594203,0.0220310685420682,-0.0271692831905419,0.00546828883697792
2015-02-02,0.0123080526578931,0.0115129340826634,0.0103898925029462,0.0177807229914047,-0.00266134042180433,0.0186360049177616,-0.00378229636081073,0.0136989014949909,-0.00837845060481968,0.0176205937751002,-0.0011882469956781
2015-02-03,0.0143576116826427,0.0222685558581963,-0.00172413843847741,0.0187060345083405,0.00865136560776225,0.00862477248933447,-0.0213941816700256,0.0273988138168386,-0.0112540318709824,0.0175571420009288,-0.00309708179042456
2015-02-04,-0.00381501537181173,-0.0134878043237396,0.00516343010858256,-0.00495422902833465,-0.00414324263496368,-0.00953700623499776,0.00170779793077447,-0.0223097789763482,0.00436878878628022,-0.00679135856653046,0.000358405131478001
2015-02-05,0.0100441231818014,0.0138548536575125,0.00854696976108826,0.0059421809791993,0.0119226567900199,0.0180880276567548,-0.0110398875985069,0.0134456364968236,0.00172576023521209,0.00751640830147515,-0.00214964729574429
2015-02-06,-0.00276908959763311,-0.0151576423670434,-0.00854696976108826,-0.0171797885249556,-0.0294903249833682,-0.0101341546879032,-0.0178606658232168,0.00277850802188384,-0.026204564931172,-0.0165613795633655,-0.00647475979334988
2015-02-09,-0.00448575348178526,-0.00391885953594429,-0.00948696709657693,-0.00150771457130983,-0.00706740663233152,-0.0141327544371315,-0.00160442929801263,0.00993949160397456,0.00445733705254181,-0.00122910174857349,-0.000361168661040523
2015-02-10,0.0105968795506364,0.00986153945563428,0.012914563045106,-0.00251845260721995,0.00318667748697354,0.00366643091388896,-0.00798586163302861,-0.0127179996258584,-0.00589125546708225,-0.00172257633365236,-0.00180654836447225
2015-02-11,0.000580085297716693,-0.00706060251935314,0.00170958699495927,-0.00733904589665491,-0.00295004502510032,-0.00251904172606743,0.00184848356025924,-0.00782130128059411,-0.0118877303857676,-0.00444296920204579,0
2015-02-12,0.00957075506164529,0.021216546390908,0.00680844493665989,0.0211117418258069,0.0118648325552364,0.00981188525493115,-0.00331429055226362,0.0150296229133811,0.00230362840352605,0.0229891383866709,0.00048262763753204
2015-02-13,0.00410803585638586,0.00328017515421442,0.0118045220985405,0.0113752246681602,-0.00667906403331298,0.00678822830079406,-0.0103219704893709,0.0109889498583948,0.00543947474001438,0.0101035349667598,-0.00229324508513074
2015-02-17,0.00157212306997589,0.00290731701464964,-0.000838619855543232,-0.00221570074473831,-0.00247147190253294,-0.00270986792086481,-0.0151700618520367,0.000546355067990056,-0.016838734326833,-0.00311603424668849,-0.00399250466018675
2015-02-18,9.51010753427184e-05,0.00344078316067398,0.0174639292091623,-0.000246219670672065,0.00926746686097957,0.00248446593013529,0.00592238570078063,-0.0120880006088,0.00284049430346034,0.000959584506657229,0.00278455550249213
2015-02-19,-0.000714111919525529,-0.00144720389168995,0.00739236512351127,-0.00419906845530171,-0.0217193066575625,-0.00384202885019169,-0.00663562986396205,-0.00332216628022541,-0.00344407003588465,-0.00312311742148941,-0.000846971390154216
2015-02-20,0.00598266611861931,0.0127733524004774,0.00896140805910806,0.00666098887071209,0.00961945264472952,0.00542013236614247,0.0029283170329224,-0.00389026483004917,-0.00570889586684498,0.00504044603888154,0.000242506407323262
2015-02-23,-0.000142115214377903,-0.0048380964138941,-0.00569334283109635,-0.0101325983139504,0.00800456924242798,-0.00180349166166938,0.0113937924852046,-0.0067037431645085,0.00130034716839855,-0.00962257511809916,0.00205476537351768
2015-02-24,0.00283663234256171,0.00680274762538247,0.00488176436123933,0.0143036262503133,-0.0198940937106897,0.00517594294881274,0.0130406435449428,0.000560328048376579,-0.00147382372810334,0.0136839907408048,0.00409656659281055
2015-02-25,-0.000849944064486685,0.000891450896602919,-0.00243790323066762,-0.00196066969533382,0.000239497198655236,0.0024664700697099,0.00430955032520064,0.0150129087078823,0.00381014328062435,-0.00334365063400144,0.000961564276119375
2015-02-26,-0.00118227873471177,-0.00518281233457341,0.00891041943458282,0.000245405025241841,-0.0109413591495242,-0.00336490213460783,-0.0137625927357261,-0.00831268843184763,0.00319284692813415,-0.000717764988704239,-0.00276703592128591
2015-02-27,-0.00341206610511868,0.00143253062685078,-0.00404019176533366,-0.000736506881452215,0.00782728093546758,-0.00292465187484936,0.00837249849308819,0.0110681182847734,0.000775127851616375,0.000717764988704239,0.000843437223896792
2015-03-02,0.00629376209712795,0.00143030382346376,0.00242598598827559,-0.0014736420674728,0.00574098554616676,0.00852563048340249,-0.0188018526235894,-0.0144125065448275,-0.00414082155435125,-0.00143627509912347,-0.00323765560690159
2015-03-03,-0.00411232044532373,-0.00843292977931665,-0.00485831042685714,-0.00764963367058247,-0.00191014948859358,-0.00515159732099413,-0.00363289523977883,0.00612289628193796,-0.00181699451318895,-0.00914590373370139,-0.00121086820298366
2015-03-04,-0.00422451695340698,-0.00361006153887722,-0.00488176436123933,-0.0109591598318022,-0.00960516226630848,-0.00766461832293786,0.000316825495313644,-0.00891860346304174,-0.00312256830606472,-0.0116732446344683,0
2015-03-05,0.00109354636112258,0.00306930627504665,0.00569334283109635,-0.00150378500482518,0.00289126735604395,-0.000452450347401712,-0.00126645308634643,-0.00392714537605521,-0.000956069866053788,-0.00195875992699035,0.0006055031007417
2015-03-06,-0.0141647057361682,-0.0191104914561615,-0.00162346486774467,-0.0154179846854059,-0.0337644483219739,-0.0187394038071411,-0.0223395112866758,-0.0124436516050794,-0.0276840335134203,-0.0163086651985362,-0.00582822714386477
2015-03-09,0.00413643153938192,0.00403459813805585,-0.00325468190296352,-0.00382754415889552,0.00793162867825181,-0.0130022098246982,0.00918841700316886,-0.00284965963403705,0.00098289432433063,-0.00399409976904908,0.0012169753109923
2015-03-10,-0.0163549844673287,-0.0246423364164703,-0.0147785960636777,-0.0224961780938311,-0.000741131622777225,-0.0172068981314863,0.0130723413496021,-0.0132148969072672,-0.00492416101529702,-0.020978646104187,0.00388453548803991
2015-03-11,-0.00234430796290663,0.000562845528397915,0.00905724401759223,0.00755474438697501,0.000864795938206875,0.00284890252210168,0.00725892261906935,0.00519178491542283,-0.00603141923361861,0.00788667164328816,0.00108993368664301
2015-03-12,0.0126335099921242,0.00840109894841268,0.0218899418246425,0.00620969711837649,0.0172530735926149,0.0108468566619151,-0.000708107988262263,-0.00461352361816125,-0.000270906030748641,0.00555993925129972,0.000726039142540103
2015-03-13,-0.00615121204724201,-0.00708976781545978,0.000801473353447157,-0.0121969620840341,-0.0006064162124364,-0.00258353316189375,-0.00307287689246838,-0.0204386942803754,0.00144400777633535,-0.0121707980483072,-0.000967674242155603
2015-03-16,0.0132719817492548,0.0132058472245546,0.00399844979538244,0.0119390125688095,0.0102649204038139,0.0093610412636056,0.00958141570941518,-0.00118064256774364,-0.000631509754962067,0.0116668166693708,0.00193464107854613
2015-03-17,-0.00297696318690477,-0.00277545003087276,0.00239152154421252,0.0115431631643781,-0.000360930798757764,-0.00654330806027303,0.00825125760428414,-0.00711327828666297,-0.00542937251953557,0.00628374528404718,0.000845600267520119
2015-03-18,0.0119502501197895,0.022896793959799,0.0157979474372905,0.0241885772566892,0.0206983035325292,0.0190435902393147,0.0191181502285502,0.0269969414726945,0.019409393965784,0.0254803816425375,0.00613733994029708
2015-03-19,-0.00457204113002341,-0.0138589042210562,-0.0118251728190644,-0.017073106388537,-0.000471039133719486,-0.00253348184769786,-0.00510828053337242,-0.0169347244081335,-0.000712203624430252,-0.017743076011687,-0.00300364438552858
2015-03-20,0.00878792375087212,0.0255609846557117,0.0157361380558805,0.0148301339320964,0.0247786095873854,0.0195308526575846,0.00526037654849176,0.0134544279210203,0.0113345654787507,0.0123552441002825,0.00264390509748402
2015-03-23,-0.00195015950146438,0.00446531602607392,0.00467282190055274,0.00298947583230058,-0.00126490404030388,0.00136104792861547,-0.00121692785233751,0.0115543051095055,0.00631970170363161,0.00294252206497525,0.000479661376200369
2015-03-24,-0.00563465401734398,-0.00124832251018203,-0.00233359735289662,0.00397230326618603,-0.00854961209293492,0.00700328901996672,0.00962184579129577,-0.00807400862239227,0.00244690132180203,0.00390998127497655,0.00167796616652716
2015-03-25,-0.0147624349318738,-0.00619148448765383,-0.00233922454765612,-0.0159843192782758,-0.0174034590025176,-0.00564357390752379,-0.0084811024646072,0.00289108003822536,0.00139558382860194,-0.0174744994367884,-0.00155794523745101
2015-03-26,-0.00238435441243912,-0.00997923895662867,-0.0102002952133979,-0.00935900045902471,-0.00524010139069819,-0.00955451624946191,-0.0157120059836107,0.0120517886437845,0.00651581279365399,-0.00573499526584387,-0.00324358740276054
2015-03-27,0.00228715028364945,0.00291352964569658,0.00393550668960074,0.00279170592900124,0.00131253917501084,0.00569818389447807,0.0123607720080585,-0.0201676937180868,-0.00364367364753004,0.00224812760005921,0.000961744151772415
2015-03-30,0.0121259367465623,0.00217936589915224,0.00391999458488934,0.0190767825428488,0.0142080361378376,-0.00455560764517893,-0.00497177356885103,0.00522482503607691,-0.0114506523855384,0.0202528626409251,0.00120226938406098
2015-03-31,-0.00877779968166337,-0.0164629824230618,-0.0197556402794112,-0.00224040636119982,-0.00885615908480641,-0.0110193869433943,0.00214469892560221,-0.0116482885608784,-0.000791489742224094,-0.000734166411969994,0.00107957386692714
2015-04-01,-0.00354257367299926,0.00972763505074736,0.00398252584460268,0.0123825837464984,-0.00142431483734384,0.00735942795883648,0.0130491593016862,0.0179974858411271,0.0169243749497969,0.0133678885247241,0.00397146409524751
2015-04-02,0.00359071519025722,0.00909094229390961,0.00870590341840627,0.0149022879324039,0.00757338211492087,0.00798842775118303,-0.0106522312307433,-0.00519178491542283,-0.00277200193639349,0.0153327572225646,-0.00131849381317384
2015-04-06,0.00671084004350142,0.00882969590589156,0.0117512295029663,0.0127694036918391,0.0103201815339187,0.00724806627090091,-0.00559952047385703,0.012643786196453,0.0121569256379317,0.0120529816338197,0.000839211862872169
2015-04-07,-0.00265008146156909,-0.00269457768078008,0.00466192930560228,-0.00504024222567301,-0.0177745903768001,0.00157838909182617,0.00834915504235401,0.00512683348069976,-0.00498284384458891,-0.00235188347579918,0.000598812848053854
2015-04-08,0.0033714285779638,0.00269457768078008,0.0015490197755561,0.0207175694202988,0.00154256142447373,0.00964248808934087,0.000305715330202183,-0.0195071837525003,-0.0055272563602129,0.0200471006087541,-0.000717963991080595
2015-04-09,0.00441386213135786,-0.000179466003998652,0,0.00985004346596163,-0.0209702546012558,0.00289674812822982,-0.0130488266387898,0,-0.00695234445319137,0.0128412693566706,-0.00215913857538919
2015-04-10,0.00544225278904875,0.0028669792897551,0.00154687464744097,0.000699725052131672,-0.000727109848185137,-0.000445205539035598,0.00146684538606401,0.0103746620990011,0.0112731254124592,-0.00205260854544065,-0.000481058296790238
2015-04-13,-0.00453319356720172,-0.00502237638244463,-0.0069794368386078,-0.00584715420522963,-0.00266881381020934,-0.0132214088066163,0.00138774635875105,-0.0045976147939788,-0.00718277354792463,-0.0034305508568484,0.000240614630700797
2015-04-14,0.00191136915115209,0.00841594783707267,0.0069794368386078,0.00444710847690999,0.00351721633299462,0.00898274325928572,0.00706275587549321,0.0045976147939788,-0.00609808443129811,0.00274533782606579,0.00180000046339845
2015-04-15,0.00447707871434755,0.0051580257809456,0.00462606915993158,0.00698165368234305,-0.00753553861033662,0.00267913805607423,-0.000842145104531511,0.0198701101227301,0.00861359875522361,0.00592253799023235,0.00095868460702242
2015-04-16,-0.000285335346683624,0.00141802279088132,0.00230499257605477,0.00785390003013564,0.00255868523136904,0.00311707087403335,-0.0049888451805451,0.010623516437279,-0.00347133497476015,0.00904388269470102,-0.000239951685915507
2015-04-17,-0.01157015981084,-0.014452889082214,-0.00770403274552223,-0.0176420691252197,-0.00463443749315218,-0.0116260172478193,0.011399335878628,-0.00222707163414038,0.00494298974275509,-0.0206944226895893,0.00167665175712184
2015-04-20,0.00909537923071113,0.0019752782168414,0.00308880567350789,-0.000937258210610636,0.00146545006501864,-0.000674365765310991,-0.00886368004218152,-0.00446929942708341,-0.00764155554660473,-0.0032219869983936,-0.00107783890906799
2015-04-21,-0.00119214876014162,0.00803935476145501,0.0153025180596993,0.00584326601990304,0.00170785717155031,-0.00225330093028875,-0.00453866320023888,-0.00730554105566572,0.00573661753205279,0.00780714166939456,-0.00119742002084156
2015-04-22,0.00490206861396736,-0.000178172811036603,0.00756425143454642,0.0106630618586236,0.00206918250170407,0.00270305706945884,-0.0153834072084313,0.00337839567961051,-0.013524881601084,0.0115977668793721,-0.00372348583467819
2015-04-23,0.00251336181612238,0.00550182621014184,-0.000753578340756178,0.00735126916509543,0.00267223181287513,0.00202223629942289,0.0042966397349451,0.012290708362968,0.00726513599609735,0.0049617920547691,0.00192324939237842
2015-04-24,0.00231767268467564,0.00388644445308817,0.00376344398972739,0.00365546796666338,0.00205978660553097,0.00604241483530021,0.00621747851882404,-0.000555458435301137,-0.0141410337003531,0.00493686590583575,0.0015596317522153
2015-04-27,-0.00416659085991444,0.00860192521716252,-0.00225661055394477,0.00386943889913693,-0.00133206000974173,0.00178334646505185,0,0,0.0199673743957627,0.00424436320196042,-0.000719336560549344
2015-04-28,0.00317378134545798,-0.00139943105966722,0.00300752155285844,0.00158903517234998,-0.00194114416278524,0.0028909501404879,-0.0138866282847481,0.00166545055969269,0.00863339545434805,0.0024492388550974,-0.00312496982743937
2015-04-29,-0.00412287026166425,-0.00826097612029475,-0.00904967320419203,-0.0125531347371082,-0.0203640961281861,-0.00646095671016811,-0.0123310537804668,0.00663333230624685,-0.00707387077436206,-0.0107311389681506,-0.00313431103889883
2015-04-30,-0.0100708777373821,-0.00247412788057577,-0.0260952789045841,-0.0152745849929929,-0.0163683134195409,-0.00920631634552782,0.00174770754241038,0.0076840417367503,-0.0178186292336537,-0.0133503870494907,0.00108660326508581
2015-05-01,0.010782841685903,0.00793052641440539,0.0123650860926823,0.00604519014123639,0.0075305234039762,0.00247856917626299,-0.0135522059014788,-0.00109409644547354,-0.00344294654288557,0.00590505149336806,-0.00303774477564112
2015-05-04,0.0028431317973121,0,0.00459754395463285,0.00577843755324903,0.000999146641330384,0.00605700561787925,-0.00948051633270541,-0.000547551520987621,0.00897969447690805,0.00496963931220762,-0.00145621706717414
2015-05-05,-0.0115177614848703,-0.0164590684328294,-0.0192981284936433,-0.0108910705315095,-0.0219730527176925,-0.01373753309286,-0.00138488139723858,0.00818099265276917,0.00280062934259995,-0.0104192914260168,-0.00157867000547895
2015-05-06,-0.00412533315867147,0.00675767768781777,-0.000779853718339219,-0.0124254440864018,-0.00191714982396629,-0.00682558770255337,-0.0172692190882708,0,-0.000524500046239496,-0.0132936142054101,-0.0028002267953342
2015-05-07,0.00398158847939545,-0.00372883428572068,0.00155909973874158,-0.00141645435793292,0.0152347318912049,-0.00641348336643821,0.0133479659215698,-0.015877489967604,-0.0082536463493561,-0.00138556677477286,0.0020701702469772
2015-05-08,0.0130802133503858,0.0237331460458421,0.02309555025542,0.0126760132709824,0.0138879887881478,0.0236160672746495,0.00269756836795576,0.00550339656359311,0.00483754013652238,0.0151345907591356,0.00267343590352365
2015-05-11,-0.00478411422676128,-0.00382961963246231,-0.0161106975363565,-0.0096096849615539,-0.0151489875771018,-0.00901710241443876,-0.02462533358326,-0.00440035691662155,-0.00386815815419439,-0.00960446470890597,-0.00523215131241539
2015-05-12,-0.00299571474279237,-0.00366872379618233,0,-0.00330279522964227,0.00302321438719577,-0.00181293368299063,0.00259011011588761,0.0104196061765141,0.00850771457010424,-0.00276124024321955,-0.00122034180236685
2015-05-13,0.00019055787071931,0.0069769658412655,0.0061680999976983,0.00188878428061745,-0.00960426896886979,0.0110542698324378,-0.00804306048813608,0.0010905171700557,0.0177455686715797,0.00253152864017991,-0.000488462130244116
2015-05-14,0.0103734984955839,0.0165494437510452,0.0053659297564792,0.00985697819263542,0.0191175655911193,0.00960177130695161,0.00268795917669262,0.00597662577295388,0.0053908250551018,0.00937876653299297,0.00195299171996322
2015-05-15,0.00108319012170544,-0.0011974680446265,0.00457666778217902,0.00767720854228582,0.0101637318867187,0.00862895142284081,0.0198525785666739,-0.000541807328573007,0.00298239303747572,0.0101940317054576,0.0040170884437094
2015-05-18,0.00310190520568732,-0.00600936959412302,0.00833658153506622,-0.0102494671426951,-0.00259312278002177,-0.00840665624323744,-0.01692035478594,-0.00271377073678192,-8.51064576155025e-05,-0.00973862192650499,-0.00365160604557158
